比赛时间,比赛ID,联赛名称,主队,客队,主队（让球）vs客队,半场比分,全场比分,总进球数,胜赔率,平赔率,负赔率
2020/1/16,周三003,法甲,尼姆,布里斯托尔流浪,考文垂（-1）vs布里斯托尔流浪,'1:0,'3:0,3,1.3,4.3,7
2020/1/16,周三002,意大利杯,AC米兰,雷丁,布莱克浦（-1）vs雷丁,'0:1,'0:2,2,2.37,3.2,2.45
2020/1/17,周四001,意大利杯,帕尔马,日本亚足,卡塔尔亚足（+1）vs日本亚足,'0:0,'1:1,2,2.52,3.4,2.22
2020/1/18,周六039,亚奥赛,澳大利亚U23,韩国亚足,乌兹别克斯坦亚足（-1）vs韩国亚足,'1:1,'1:2,3,2.86,2.25,2.86
2020/1/18,周六038,亚奥赛,泰国U23,伊朗亚足,中国亚足（+1）vs伊朗亚足,'0:0,'0:1,1,8.5,4.85,1.22
2020/1/18,周六025,葡超,吉马良斯,亚特兰大,佛罗伦萨（+1）vs亚特兰大,'1:0,'2:1,3,3.6,3.45,1.74
2020/1/18,周六024,西甲,皇家马德里,米德尔斯堡,托特纳姆热刺（-2）vs米德尔斯堡,'2:0,'2:1,3,1.14,5.75,11
2020/1/18,周六023,英冠,斯旺西,卡利亚里,国际米兰（-1）vs卡利亚里,'2:0,'4:1,5,1.21,5.15,8.05
2020/1/18,周六021,英冠,普雷斯顿,布里斯托尔城,什鲁斯伯里（+1）vs布里斯托尔城,'0:0,'1:0,1,2.77,3,2.23
2020/1/18,周六020,英冠,哈德斯菲尔德,罗奇代尔,纽卡斯尔联（-1）vs罗奇代尔,'3:0,'4:1,5,1.14,5.7,11
2020/1/18,周六019,英冠,德比郡,布里斯托尔流浪,考文垂（-1）vs布里斯托尔流浪,'1:0,'3:0,3,1.3,4.3,7
2020/1/18,周六018,英冠,布里斯托尔城,雷丁,布莱克浦（-1）vs雷丁,'0:1,'0:2,2,2.37,3.2,2.45
2020/1/18,周六016,英超,西汉姆联,巴黎圣日尔曼,摩纳哥（+1）vs巴黎圣日尔曼,'0:2,'1:4,5,5.4,4.7,1.34
2020/1/18,周六015,英超,南安普敦,乌迪内斯,尤文图斯（-2）vs乌迪内斯,'2:0,'4:0,4,1.15,5.35,11.4
2020/1/18,周六014,英超,诺维奇,狼队,曼彻斯特联（-1）vs狼队,'0:0,'1:0,1,1.69,3.35,3.95
2020/1/18,周六013,英超,曼彻斯特城,兰斯,亚眠（-1）vs兰斯,'0:1,'1:1,2,2.5,2.55,2.85
2020/1/18,周六012,英超,布赖顿,雷恩,尼姆（+1）vs雷恩,'0:0,'0:1,1,3.3,2.98,1.98
2020/1/18,周六011,德甲,霍芬海姆,费拉拉SPAL,AC米兰（-1）vs费拉拉SPAL,'2:0,'3:0,3,1.36,3.9,6.6
2020/1/18,周六010,德甲,杜塞尔多夫,墨尔本胜利,阿德莱德联（-1）vs墨尔本胜利,'1:0,'1:0,1,1.94,3.55,2.9
2020/1/18,周六009,德甲,奥格斯堡,罗马,帕尔马（+1）vs罗马,'0:0,'0:2,2,3.7,3.6,1.68
2020/1/18,周六008,德甲,美因茨,叙利亚亚足,澳大利亚U23（-1）vs叙利亚亚足,'0:0,'0:0,0,1.49,3.3,5.9
2020/1/18,周六007,意甲,拉齐奥,沙特U23,泰国U23（+1）vs沙特U23,'0:0,'0:1,1,3.42,2.8,2.02
2020/1/18,周六006,英冠,女王公园巡游者,圣克拉拉,吉马良斯（-1）vs圣克拉拉,'0:0,'1:0,1,1.26,4.35,8.25
2020/1/18,周六005,英超,沃特福德,塞维利亚,皇家马德里（-1）vs塞维利亚,'0:0,'2:1,3,1.46,3.85,5
2020/1/18,周六004,法国杯,尼斯,维冈竞技,斯旺西（-1）vs维冈竞技,'1:1,'2:1,3,1.74,3.35,3.7
2020/1/18,周六003,西甲,莱万特,布莱克本,谢菲尔德星期三（-1）vs布莱克本,'0:3,'0:5,5,1.7,3.25,4.05
2020/1/18,周六002,澳超,墨尔本城,查尔顿,普雷斯顿（-1）vs查尔顿,'1:1,'2:1,3,1.33,4.3,6.25
2020/1/18,周六001,澳超,布里斯班狮吼,布伦特福德,哈德斯菲尔德（+1）vs布伦特福德,'0:0,'0:0,0,4.1,3.25,1.69
2020/1/18,周五013,葡超,里斯本竞技,赫尔城,德比郡（-1）vs赫尔城,'0:0,'1:0,1,2.2,3.1,2.72
2020/1/18,周五012,西甲,莱加内斯,巴恩斯利,布里斯托尔城（-1）vs巴恩斯利,'0:0,'1:0,1,1.94,3.35,3.03
2020/1/18,周五011,英冠,富勒姆,加的夫城,伯明翰（-1）vs加的夫城,'1:0,'1:1,2,2.1,3.05,2.95
2020/1/18,周五010,德甲,沙尔克04,埃弗顿,西汉姆联（+1）vs埃弗顿,'1:1,'1:1,2,2.76,3.05,2.2
2020/1/18,周五009,葡超,波尔图,狼队,南安普敦（-1）vs狼队,'2:0,'2:3,5,2.35,2.9,2.68
2020/1/18,周五008,荷乙,马斯特里赫特,伯恩茅斯,诺维奇（-1）vs伯恩茅斯,'1:0,'1:0,1,2.01,3.3,2.92
2020/1/18,周五006,荷乙,SBV精英,阿斯顿维拉,布赖顿（-1）vs阿斯顿维拉,'1:0,'1:1,2,1.55,3.65,4.45
2020/1/18,周五005,荷乙,布雷达,法兰克福,霍芬海姆（-1）vs法兰克福,'0:1,'1:2,3,2.14,3.5,2.56
2020/1/18,周五004,荷乙,埃因霍温FC,云达不来梅,杜塞尔多夫（-1）vs云达不来梅,'0:0,'0:1,1,2.36,3.4,2.36
2020/1/18,周五003,荷乙,阿尔梅勒城,多特蒙德,奥格斯堡（+1）vs多特蒙德,'1:0,'3:5,8,5.3,4.45,1.37
2020/1/18,周五002,荷甲,兹沃勒,弗赖堡,美因茨（-1）vs弗赖堡,'0:2,'1:2,3,2.01,3.35,2.87
2020/1/19,周日027,亚奥赛,阿联酋亚足,桑普多利亚,拉齐奥（-1）vs桑普多利亚,'3:0,'5:1,6,1.24,4.8,7.75
2020/1/19,周日026,亚奥赛,韩国U23,利兹联,女王公园巡游者（+1）vs利兹联,'1:0,'1:0,1,4.65,3.95,1.48
2020/1/19,周日015,荷甲,海牙,托特纳姆热刺,沃特福德（+1）vs托特纳姆热刺,'0:0,'0:0,0,2.97,3.25,2
2020/1/19,周日014,西甲,比利亚雷亚尔,圣旺红星,尼斯（-1）vs圣旺红星,'2:0,'2:1,3,1.27,4.3,8.1
2020/1/19,周日013,德甲,柏林赫塔,阿拉维斯,莱万特（-1）vs阿拉维斯,'0:0,'0:1,1,1.86,3.25,3.35
2020/1/19,周日012,意甲,莱切,纽卡斯尔喷气机,墨尔本城（-1）vs纽卡斯尔喷气机,'1:0,'2:0,2,1.37,4.35,5.45
2020/1/19,周日011,意甲,博洛尼亚,惠灵顿凤凰,布里斯班狮吼（+1）vs惠灵顿凤凰,'0:0,'1:0,1,2.65,3.45,2.1
2020/1/19,周日010,英超,伯恩利,本菲卡,里斯本竞技（+1）vs本菲卡,'0:0,'0:2,2,3.68,3.32,1.75
2020/1/19,周日009,荷乙,登博思,赫塔费,莱加内斯（-1）vs赫塔费,'0:3,'0:3,3,2.7,2.58,2.6
2020/1/19,周日008,荷甲,阿贾克斯,米德尔斯堡,富勒姆（-1）vs米德尔斯堡,'1:0,'1:0,1,1.63,3.4,4.25
2020/1/19,周日007,西甲,皇家贝蒂斯,门兴格拉德巴赫,沙尔克04（-1）vs门兴格拉德巴赫,'0:0,'2:0,2,2.55,3.1,2.33
2020/1/19,周日006,英冠,诺丁汉森林,布拉加,波尔图（-1）vs布拉加,'0:1,'1:2,3,1.41,3.85,5.7
2020/1/19,周日005,意甲,AC米兰,奈梅亨,马斯特里赫特（+1）vs奈梅亨,'0:0,'0:0,0,2.9,3.55,1.93
2020/1/19,周日004,荷甲,芬洛,坎布尔,奥斯（+1）vs坎布尔,'2:2,'3:2,5,7,4.7,1.27
2020/1/19,周日003,西甲,马洛卡,特尔斯达,SBV精英（-1）vs特尔斯达,'0:1,'3:3,6,1.83,3.5,3.2
2020/1/19,周日002,澳超,西悉尼漫步者,阿尔克马尔青年队,布雷达（-1）vs阿尔克马尔青年队,'0:0,'3:1,4,1.25,4.85,7.25
2020/1/19,周日001,澳超,西部联,海尔蒙特,埃因霍温FC（-1）vs海尔蒙特,'1:0,'2:0,2,1.55,3.75,4.3
2020/1/19,周六037,葡超,比兰尼塞斯,格拉夫夏普,阿尔梅勒城（+1）vs格拉夫夏普,'0:1,'0:2,2,2.26,3.5,2.4
2020/1/19,周六036,西甲,埃瓦尔,乌德勒支,兹沃勒（+1）vs乌德勒支,'1:1,'3:3,6,3.45,3.68,1.72
2020/1/19,周六035,法国杯,南特,乌兹别克斯坦亚足,阿联酋亚足（+1）vs乌兹别克斯坦亚足,'1:3,'1:5,6,3.6,2.62,2.06
2020/1/19,周六034,荷甲,阿尔克马尔,约旦U23,韩国U23（-1）vs约旦U23,'1:0,'2:1,3,1.33,3.9,7.35
2020/1/19,周六033,意甲,那不勒斯,瓦尔韦克,海牙（-1）vs瓦尔韦克,'1:0,'2:0,2,1.83,3.4,3.3
2020/1/19,周六032,荷甲,费耶诺德,西班牙人,比利亚雷亚尔（-1）vs西班牙人,'0:1,'1:2,3,1.7,3.2,4.1
2020/1/19,周六031,荷甲,特温特,拜仁慕尼黑,柏林赫塔（+1）vs拜仁慕尼黑,'0:0,'0:4,4,9.25,6.3,1.14
2020/1/19,周六030,荷甲,福图纳锡塔德,国际米兰,莱切（+1）vs国际米兰,'0:0,'1:1,2,9.75,5.55,1.16
2020/1/19,周六029,法乙,甘冈,维罗纳,博洛尼亚（-1）vs维罗纳,'1:0,'1:1,2,1.88,3.2,3.35
2020/1/19,周六028,德甲,莱比锡红牛,莱切斯特城,伯恩利（+1）vs莱切斯特城,'0:1,'2:1,3,4.3,3.5,1.6
2020/1/19,周六027,英超,纽卡斯尔联,前进之鹰,登博思（+1）vs前进之鹰,'2:1,'2:3,5,3.48,3.5,1.75
2020/1/20,周日025,葡超,里奥阿维,皇家社会,皇家贝蒂斯（-1）vs皇家社会,'2:0,'3:0,3,2.17,3.25,2.66
2020/1/20,周日024,西甲,巴塞罗那,卢顿,诺丁汉森林（-1）vs卢顿,'1:1,'3:1,4,1.39,4.15,5.45
2020/1/20,周日023,法国杯,洛里昂,乌迪内斯,AC米兰（-1）vs乌迪内斯,'0:1,'3:2,5,1.43,3.75,5.6
2020/1/20,周日022,意甲,尤文图斯,PSV埃因霍温,芬洛（+1）vsPSV埃因霍温,'0:0,'1:1,2,6.3,4.4,1.32
2020/1/20,周日021,葡超,法马利康,巴伦西亚,马洛卡（+1）vs巴伦西亚,'3:0,'4:1,5,3.2,3.05,1.99
2020/1/20,周日020,意甲,热那亚,珀斯光荣,西悉尼漫步者（+1）vs珀斯光荣,'0:1,'0:1,1,3.05,3.45,1.9
2020/1/20,周日019,德甲,帕德博恩,中央海岸水手,西部联（-1）vs中央海岸水手,'3:0,'3:0,3,2.03,3.35,2.83
2020/1/20,周日018,英超,利物浦,塞图巴尔,比兰尼塞斯（-1）vs塞图巴尔,'0:1,'0:1,1,2.18,2.85,3
2020/1/20,周日017,法国杯,蒙彼利埃,马德里竞技,埃瓦尔（+1）vs马德里竞技,'1:0,'2:0,2,5.1,3.35,1.54
2020/1/20,周日016,法国杯,第戎,里昂,南特（+1）vs里昂,'1:3,'3:4,7,2.85,3,2.18
2020/1/21,周一004,英冠,西布罗姆维奇,威廉二世,阿尔克马尔（-1）vs威廉二世,'1:0,'1:3,4,1.24,4.9,7.5
2020/1/21,周一003,意甲,亚特兰大,佛罗伦萨,那不勒斯（-1）vs佛罗伦萨,'0:1,'0:2,2,1.49,3.8,4.8
2020/1/21,周一002,荷乙,乌德勒支青年队,海伦芬,费耶诺德（-1）vs海伦芬,'3:1,'3:1,4,1.37,4.3,5.5
2020/1/21,周一001,荷乙,阿贾克斯青年队,格罗宁根,特温特（+1）vs格罗宁根,'0:0,'0:0,0,2.56,3.05,2.35
2020/1/22,周二014,解放者杯,卡拉沃沃,维迪斯,福图纳锡塔德（+1）vs维迪斯,'0:2,'1:3,4,3.42,3.7,1.72
2020/1/22,周二013,法联赛杯,里昂,朗斯,甘冈（-1）vs朗斯,'0:0,'1:1,2,2.7,2.69,2.49
2020/1/22,周二012,国王杯,塞维利亚,柏林联合,莱比锡红牛（-1）vs柏林联合,'0:1,'3:1,4,1.14,5.8,10.5
2020/1/22,周二011,意大利杯,那不勒斯,切尔西,纽卡斯尔联（+1）vs切尔西,'0:0,'1:0,1,6,4.05,1.37
2020/1/22,周二010,英锦标赛,索尔福德城,圣埃蒂安,巴黎FC（+1）vs圣埃蒂安,'1:1,'2:3,5,4.7,3.45,1.56
2020/1/22,周二009,英锦标赛,朴次茅斯,博阿维斯塔,里奥阿维（-1）vs博阿维斯塔,'2:0,'2:0,2,1.56,3.4,4.8
2020/1/22,周二007,英冠,巴恩斯利,巴黎圣日尔曼,洛里昂（+2）vs巴黎圣日尔曼,'0:0,'0:1,1,11.5,6.4,1.11
2020/1/22,周二006,英超,谢菲尔德联,帕尔马,尤文图斯（-2）vs帕尔马,'1:0,'2:1,3,1.09,6.45,14
2020/1/22,周二005,英超,埃弗顿,马里迪莫,法马利康（-1）vs马里迪莫,'0:1,'1:1,2,1.52,3.6,4.8
2020/1/22,周二004,英超,水晶宫,罗马,热那亚（+1）vs罗马,'1:2,'1:3,4,3.85,3.6,1.65
2020/1/22,周二003,英超,阿斯顿维拉,勒沃库森,帕德博恩（+1）vs勒沃库森,'0:3,'1:4,5,4.3,4.25,1.48
2020/1/22,周二002,英超,伯恩茅斯,曼彻斯特联,利物浦（-1）vs曼彻斯特联,'1:0,'2:0,2,1.3,4.45,6.65
2020/1/22,周二001,英锦标赛,埃克塞特城,卡昂,蒙彼利埃（-1）vs卡昂,'3:0,'5:0,5,1.26,4.15,9.1
2020/1/22,周二014,解放者杯,卡拉沃沃,曼彻斯特联,格拉纳达CF（+1）vs曼彻斯特联,'0:1,'0:2,2,6.55,3.9,1.35
2020/1/22,周二013,法联赛杯,里昂,比利亚雷亚尔,萨格勒布迪纳摩（+1）vs比利亚雷亚尔,'0:1,'0:1,1,4.15,3.25,1.67
2020/1/22,周二012,国王杯,塞维利亚,罗马,阿贾克斯（-1）vs罗马,'1:0,'1:2,3,1.64,3.7,3.72
2020/1/22,周二011,意大利杯,那不勒斯,IFK哥德堡,厄勒布鲁（+1）vsIFK哥德堡,'0:0,'0:0,0,3.2,3,1.99
2020/1/22,周二010,英锦标赛,索尔福德城,法伦斯,马里迪莫（-1）vs法伦斯,'1:0,'1:0,1,2.7,2.8,2.37
2020/1/22,周二009,英锦标赛,朴次茅斯,卢顿,威科姆（+1）vs卢顿,'1:0,'1:3,4,3.1,3.18,1.95
2020/1/22,周二008,英冠,米德尔斯堡,谢菲尔德星期三,女王公园巡游者（-1）vs谢菲尔德星期三,'1:1,'4:1,5,2,3.17,3
2020/1/22,周二007,英冠,巴恩斯利,布伦特福德,普雷斯顿（+1）vs布伦特福德,'0:2,'0:5,5,4.1,3.35,1.65
2020/1/22,周二006,英超,谢菲尔德联,罗瑟汉姆,哈德斯菲尔德（-1）vs罗瑟汉姆,'0:0,'0:0,0,2.13,3,2.9
2020/1/22,周二005,英超,埃弗顿,诺维奇,德比郡（+1）vs诺维奇,'0:1,'0:1,1,5.4,4,1.4
2020/1/22,周二004,英超,水晶宫,布莱克本,加的夫城（-1）vs布莱克本,'1:1,'2:2,4,2.3,2.95,2.66
2020/1/22,周二003,英超,阿斯顿维拉,诺丁汉森林,布里斯托尔城（+1）vs诺丁汉森林,'0:0,'0:0,0,3.28,3,1.96
2020/1/22,周二002,英超,伯恩茅斯,斯托克城,伯明翰（+1）vs斯托克城,'1:0,'2:0,2,2.55,2.8,2.5
2020/1/22,周二001,英锦标赛,埃克塞特城,米德尔斯堡,巴恩斯利（-1）vs米德尔斯堡,'0:0,'2:0,2,1.81,3.15,3.6
2020/3/13,周五001,澳超,布里斯班狮吼,尼姆,第戎（-1）vs尼姆,'1:0,'5:0,5,1.41,3.8,5.8
2020/3/13,周四004,欧罗巴,奥林匹亚科斯,斯托克城,西布罗姆维奇（-1）vs斯托克城,'0:1,'0:1,1,1.56,3.5,4.6
2020/3/13,周四003,欧罗巴,格拉斯哥流浪者,费拉拉SPAL,亚特兰大（-2）vs费拉拉SPAL,'1:0,'1:2,3,1.11,6.4,11.5
2020/3/13,周四002,欧罗巴,塞维利亚,罗达JC,乌德勒支青年队（-1）vs罗达JC,'0:1,'2:1,3,2.35,3.6,2.27
2020/3/14,周六008,英超,诺维奇,大学生体育,卡拉沃沃（-1）vs大学生体育,'0:0,'1:1,2,3.1,2.8,2.16
2020/3/14,周六007,英超,纽卡斯尔联,里尔,里昂（-1）vs里尔,'1:1,'2:2,4,1.85,3.1,3.55
2020/3/14,周六006,英超,曼彻斯特城,莱万特,塞维利亚（-1）vs莱万特,'1:1,'3:1,4,1.25,4.8,7.35
2020/3/14,周六005,英超,伯恩茅斯,拉齐奥,那不勒斯（-1）vs拉齐奥,'1:0,'1:0,1,2.27,3.3,2.5
2020/3/14,周六004,德甲,莱比锡红牛,阿克宁顿,索尔福德城（+1）vs阿克宁顿,'1:1,'2:1,3,2.85,3.3,2.05
2020/3/14,周六003,英超,沃特福德,斯肯索普,朴次茅斯（-1）vs斯肯索普,'1:0,'2:1,3,1.4,4.05,5.45
2020/3/14,周六002,澳超,墨尔本城,伯明翰,米德尔斯堡（-1）vs伯明翰,'0:1,'1:1,2,1.93,3.05,3.35
2020/3/14,周六001,澳超,悉尼FC,普雷斯顿,巴恩斯利（-1）vs普雷斯顿,'0:3,'0:3,3,2.42,3.15,2.42
2020/3/14,周五005,西甲,皇家马德里,曼彻斯特城,谢菲尔德联（+1）vs曼彻斯特城,'0:0,'0:1,1,6.45,4.55,1.3
2020/3/14,周五004,法甲,里昂,纽卡斯尔联,埃弗顿（-1）vs纽卡斯尔联,'1:0,'2:2,4,1.49,3.45,5.45
2020/3/14,周五003,英冠,富勒姆,南安普敦,水晶宫（+1）vs南安普敦,'0:1,'0:2,2,2.5,3,2.43
2020/3/14,周五002,德甲,杜塞尔多夫,沃特福德,阿斯顿维拉（+1）vs沃特福德,'0:1,'2:1,3,2.65,3.25,2.18
2020/3/15,周日003,英超,西汉姆联,布赖顿,伯恩茅斯（+1）vs布赖顿,'2:0,'3:1,4,2.7,3.08,2.23
2020/3/15,周日002,澳超,阿德莱德联,斯蒂文尼奇,埃克塞特城（-1）vs斯蒂文尼奇,'2:0,'3:0,3,1.5,3.65,4.9
2020/3/15,周日001,澳超,惠灵顿凤凰,大学生体育,卡拉沃沃（-1）vs大学生体育,'0:0,'1:1,2,3.1,2.8,2.16
2020/3/15,周六010,德甲,柏林联合,里尔,里昂（-1）vs里尔,'1:1,'2:2,4,1.85,3.1,3.55
2020/3/15,周六009,英超,阿斯顿维拉,莱万特,塞维利亚（-1）vs莱万特,'1:1,'3:1,4,1.25,4.8,7.35
2020/3/16,周日005,英超,托特纳姆热刺,拉齐奥,那不勒斯（-1）vs拉齐奥,'1:0,'1:0,1,2.27,3.3,2.5
2020/3/16,周日004,法甲,摩纳哥,阿克宁顿,索尔福德城（+1）vs阿克宁顿,'1:1,'2:1,3,2.85,3.3,2.05
2020/3/17,周一003,英超,埃弗顿,斯肯索普,朴次茅斯（-1）vs斯肯索普,'1:0,'2:1,3,1.4,4.05,5.45
2020/3/17,周一002,法乙,洛里昂,伯明翰,米德尔斯堡（-1）vs伯明翰,'0:1,'1:1,2,1.93,3.05,3.35
2020/3/17,周一001,德甲,云达不来梅,普雷斯顿,巴恩斯利（-1）vs普雷斯顿,'0:3,'0:3,3,2.42,3.15,2.42
2020/3/20,周五002,澳超,布里斯班狮吼,曼彻斯特城,谢菲尔德联（+1）vs曼彻斯特城,'0:0,'0:1,1,6.45,4.55,1.3
2020/3/20,周五001,澳超,中央海岸水手,纽卡斯尔联,埃弗顿（-1）vs纽卡斯尔联,'1:0,'2:2,4,1.49,3.45,5.45
2020/3/21,周六001,澳超,西悉尼漫步者,南安普敦,水晶宫（+1）vs南安普敦,'0:1,'0:2,2,2.5,3,2.43
2020/3/23,周一002,澳超,珀斯光荣,沃特福德,阿斯顿维拉（+1）vs沃特福德,'0:1,'2:1,3,2.65,3.25,2.18
2020/3/23,周一001,澳超,纽卡斯尔喷气机,布赖顿,伯恩茅斯（+1）vs布赖顿,'2:0,'3:1,4,2.7,3.08,2.23
2020/5/8,周五001,韩职,全北现代,斯蒂文尼奇,埃克塞特城（-1）vs斯蒂文尼奇,'2:0,'3:0,3,1.5,3.65,4.9
2020/5/9,周六003,韩职,光州FC,中央海岸水手,布里斯班狮吼（-1）vs中央海岸水手,'1:0,'1:0,1,1.33,4.45,6
2020/5/9,周六002,韩职,仁川联,狼队,奥林匹亚科斯（+1）vs狼队,'0:0,'1:1,2,2.8,2.85,2.3
2020/5/9,周六001,韩职,蔚山现代,勒沃库森,格拉斯哥流浪者（+1）vs勒沃库森,'0:1,'1:3,4,3.15,3.25,1.93
2020/5/10,周日001,韩职,浦项制铁,巴塞尔,法兰克福（-1）vs巴塞尔,'0:1,'0:3,3,1.49,3.8,4.75
2020/5/16,周六006,德乙,雷根斯堡,西悉尼漫步者,墨尔本城（-1）vs西悉尼漫步者,'1:1,'1:1,2,1.52,3.9,4.35
2020/5/16,周六005,德乙,卡尔斯鲁厄,珀斯光荣,悉尼FC（-1）vs珀斯光荣,'0:0,'0:0,0,1.91,3.3,3.15
2020/5/17,周日006,德乙,菲尔特,纽卡斯尔喷气机,阿德莱德联（-1）vs纽卡斯尔喷气机,'0:1,'0:3,3,2.08,3.5,2.65
2020/5/17,周日005,德乙,圣保利,墨尔本胜利,惠灵顿凤凰（-1）vs墨尔本胜利,'2:0,'3:0,3,1.65,3.6,3.85
2020/5/22,周五001,韩职,浦项制铁,纽卡斯尔喷气机,布里斯班狮吼（+1）vs纽卡斯尔喷气机,'1:0,'1:0,1,2.36,3.4,2.36
2020/5/23,周六010,德甲,沃尔夫斯堡,墨尔本城,中央海岸水手（+1）vs墨尔本城,'1:2,'2:4,6,6.9,4.6,1.28
2020/5/23,周六009,德甲,帕德博恩,悉尼FC,西悉尼漫步者（+1）vs悉尼FC,'0:1,'1:1,2,3.7,3.55,1.69
2020/5/23,周六007,德甲,门兴格拉德巴赫,墨尔本城,纽卡斯尔喷气机（+1）vs墨尔本城,'1:0,'2:1,3,2.68,3.4,2.1
2020/5/23,周六006,德乙,奥斯纳布吕克,水原三星,全北现代（-1）vs水原三星,'0:0,'1:0,1,1.62,3.4,4.3
2020/5/23,周六005,德乙,桑德豪森,城南FC,光州FC（-1）vs城南FC,'0:2,'0:2,2,2.17,2.8,3.06
2020/5/23,周六004,德乙,达姆施塔特,大邱FC,仁川联（+1）vs大邱FC,'0:0,'0:0,0,4.3,2.95,1.75
2020/5/23,周六003,韩职,金泉尚武,金泉尚武,蔚山现代（-1）vs金泉尚武,'2:0,'4:0,4,1.44,3.6,5.8
2020/5/23,周六002,韩职,水原三星,首尔FC,江原FC（+1）vs首尔FC,'0:1,'3:1,4,2.61,3.05,2.31
2020/5/23,周六001,韩职,江原FC,釜山偶像,浦项制铁（-1）vs釜山偶像,'1:0,'2:0,2,1.79,3.1,3.8
2020/5/23,周五004,德甲,柏林赫塔,柏林赫塔,霍芬海姆（-1）vs柏林赫塔,'0:0,'0:3,3,1.98,3.2,3.06
2020/5/23,周五003,德乙,纽伦堡,弗赖堡,莱比锡红牛（-2）vs弗赖堡,'0:1,'1:1,2,1.21,4.9,8.8
2020/5/23,周五002,德乙,海登海姆,帕德博恩,杜塞尔多夫（-1）vs帕德博恩,'0:0,'0:0,0,1.95,3.25,3.1
2020/5/24,周日007,德甲,美因茨,沃尔夫斯堡,奥格斯堡（+1）vs沃尔夫斯堡,'0:1,'1:2,3,3.22,3.1,1.96
2020/5/24,周日006,德乙,卡尔斯鲁厄,沙尔克04,多特蒙德（-1）vs沙尔克04,'2:0,'4:0,4,1.43,3.65,5.85
2020/5/24,周日005,德乙,基尔,海登海姆,波鸿（-1）vs海登海姆,'2:0,'3:0,3,2.52,3,2.42
2020/5/24,周日004,德乙,汉堡,基尔,雷根斯堡（+1）vs基尔,'0:1,'2:2,4,2.62,3.2,2.22
2020/5/24,周日003,德甲,沙尔克04,达姆施塔特,卡尔斯鲁厄（-1）vs达姆施塔特,'0:0,'2:0,2,2.55,3,2.4
2020/5/24,周日002,韩职,蔚山现代,桑德豪森,奥厄（-1）vs桑德豪森,'1:0,'3:1,4,2.4,2.95,2.57
2020/5/24,周日001,韩职,全北现代,全北现代,釜山偶像（+1）vs全北现代,'0:1,'1:2,3,5.55,3.7,1.44
2020/5/24,周六011,德甲,拜仁慕尼黑,浦项制铁,大邱FC（-1）vs浦项制铁,'0:1,'1:1,2,2.39,2.85,2.67
2020/5/27,周二008,德甲,云达不来梅,江原FC,金泉尚武（+1）vs江原FC,'1:0,'2:0,2,2.93,3.25,2.02
2020/5/27,周二007,德甲,法兰克福,斯图加特,韦恩（+1）vs斯图加特,'0:0,'2:1,3,5.15,3.7,1.47
2020/5/27,周二006,德甲,勒沃库森,汉堡,菲尔特（+1）vs汉堡,'1:1,'2:2,4,3.85,3.25,1.74
2020/5/27,周二005,德乙,韦恩,纽伦堡,圣保利（-1）vs纽伦堡,'0:0,'1:0,1,2.18,2.95,2.88
2020/5/27,周二004,德乙,雷根斯堡,奥斯纳布吕克,比勒费尔德（-1）vs奥斯纳布吕克,'1:0,'1:1,2,1.46,3.7,5.3
2020/5/27,周二003,德乙,菲尔特,仁川联,城南FC（-1）vs仁川联,'0:0,'0:0,0,2.03,2.8,3.4
2020/5/27,周二002,德乙,奥厄,光州FC,首尔FC（-1）vs光州FC,'0:0,'1:0,1,1.87,3,3.62
2020/5/27,周二001,德甲,多特蒙德,蔚山现代,水原三星（+1）vs蔚山现代,'1:0,'2:3,5,4.1,3.2,1.7
2020/5/27,周二008,德甲,云达不来梅,考文垂,伯恩茅斯（-1）vs考文垂,'2:1,'4:1,5,1.41,3.85,5.55
2020/5/27,周二007,德甲,法兰克福,哈马比,马尔默（-1）vs哈马比,'2:2,'3:2,5,1.47,3.9,4.7
2020/5/27,周二006,德甲,勒沃库森,特鲁瓦,巴黎FC（+1）vs特鲁瓦,'1:1,'1:1,2,2.48,3.05,2.4
2020/5/27,周二005,德乙,韦恩,斯旺西,米尔沃尔（+1）vs斯旺西,'0:1,'0:3,3,2.82,2.78,2.3
2020/5/27,周二004,德乙,雷根斯堡,波鸿,帕德博恩（+1）vs波鸿,'2:0,'3:0,3,2.75,3.35,2.05
2020/5/27,周二003,德乙,菲尔特,圣保利,奥厄（+1）vs圣保利,'0:1,'1:3,4,2.8,3.22,2.08
2020/5/27,周二002,德乙,奥厄,墨尔本胜利,纽卡斯尔喷气机（-1）vs墨尔本胜利,'1:0,'1:2,3,1.57,3.8,4.05
2020/5/27,周二001,德甲,多特蒙德,大邱FC,江原FC（-1）vs大邱FC,'1:0,'3:0,3,2.32,3,2.6
2020/5/28,周三007,德甲,杜塞尔多夫,门兴格拉德巴赫,法兰克福（+1）vs门兴格拉德巴赫,'0:2,'1:3,4,2.78,3.15,2.15
2020/5/28,周三005,德甲,柏林联合,勒沃库森,云达不来梅（+1）vs勒沃库森,'1:2,'1:4,5,4.3,3.75,1.55
2020/5/28,周三004,德乙,波鸿,首尔FC,浦项制铁（-1）vs首尔FC,'1:1,'1:2,3,1.83,3.05,3.7
2020/5/28,周三003,德乙,汉诺威96,多特蒙德,沃尔夫斯堡（+1）vs多特蒙德,'0:1,'0:2,2,4.05,3.7,1.6
